CPT_Code,Procedure_Description,Cash_Price,Gross_Price
HCPCS C1713,SCREW CERVICAL GRADIENT PLUS TITANIUM VARIABLE ANGLE 4 X 16MM,717.4,717.4
HCPCS C1713,PLATE SPINE GRADIENT FIXED LEVEL 2 17B 36MM,1683,1683
HCPCS C1713,SCREW SPINE MAS PLIF POLYAXIAL 5.5 X 25MM,3432.3,3432.3
HCPCS C1713,COROENT LARGE MP 8X9X23MM 4,6798.3,6798.3
HCPCS C1713,16X9X23 0 DEG COROENT LARGE COROENT MAS PLIF ALPHA,6798.3,6798.3
HCPCS C1763,GRAFT SPINE OSTEOCEL PLUS ALLOGRAFT DEMINERALIZED MATRIX CELLULAR 15ML,11602.5,11602.5
HCPCS C1763,GRAFT BONE OSTEOCEL PLUS ALLOGRAFT DEMINERALIZED MATRIX CELLULAR 10ML,9452.85,9452.85
HCPCS C1763,GRAFT BONE OSTEOCEL PLUS ALLOGRAFT DEMINERALIZED MATRIX CELLULAR 5ML,5270.85,5270.85
HCPCS C1763,GRAFT BONE OSTEOCEL PLUS ALLOGRAFT DEMINERALIZED MATRIX CELLULAR 1ML,1144.95,1144.95
HCPCS C1713,SCREW SPINE MAS PLIF POLYAXIAL 5.5 X 40MM,3432.3,3432.3
HCPCS C1713,SCREW SPINE MAS POSTERIOR LUMBAR INTERBODY FUSION 4.5 X 40MM,3432.3,3432.3
HCPCS C1713,SCREW SPINE MAS PLIF POLYAXIAL 5.5 X 30MM,3432.3,3432.3
HCPCS C1713,COROENT LARGE MP 14X9X23MM 4,6798.3,6798.3
HCPCS C1713,MAS PLIF SCREW 5.0 X 40MM POLYAXIAL 3Z,3432.3,3432.3
HCPCS C1713,MAS PLIF SCREW 5.0 X 35MM POLYAXIAL 3Z,3432.3,3432.3
HCPCS C1713,SCREW SPINE MAS PLIF POLYAXIAL 5 X 30MM,3432.3,3432.3
HCPCS C1713,SCREW SPINE MAS PLIF POLYAXIAL 5 X 25MM,3432.3,3432.3
HCPCS C1713,MAS PLIF SCREW 4.5 X 40MM POLYAXIAL 3Z,3432.3,3432.3
HCPCS C1713,SCREW SPINE MAS PLIF POLYAXIAL 4.5 X 35MM,3432.3,3432.3
HCPCS C1713,SCREW SPINE MAS PLIF POLYAXIAL 4.5 X 30MM,3432.3,3432.3
HCPCS C1713,SCREW SPINE MAS PLIF POLYAXIAL 4.5 X 25MM,3432.3,3432.3
HCPCS C1713,SCREW PLIF 5.5 X 35MM POLYAXIAL 3Z,3432.3,3432.3
HCPCS C1713,COROENT LARGE MP 14X9X23MM 8,6798.3,6798.3
HCPCS C1713,COROENT LARGE MP 10X9X28MM 12,6798.3,6798.3
HCPCS C1713,COROENT LARGE MP 8X9X28MM 12,6798.3,6798.3
HCPCS C1713,COROENT LARGE MP 14X9X23MM 12,6798.3,6798.3
HCPCS C1713,COROENT LARGE MP 12X9X23MM 12,6798.3,6798.3
HCPCS C1713,COROENT LARGE MP 10X9X23MM 12,6798.3,6798.3
HCPCS C1713,COROENT LARGE MP 8X9X23MM 12,6798.3,6798.3
HCPCS C1713,COROENT LARGE MP 14X9X28MM 8,6798.3,6798.3
HCPCS C1713,COROENT LARGE MP 12X9X28MM 8,6798.3,6798.3
HCPCS C1713,COROENT LARGE MP 10X9X23MM 4,6798.3,6798.3
HCPCS C1713,COROENT LARGE MP 8X9X28MM 8,6798.3,6798.3
HCPCS C1713,COROENT LARGE MP 12X9X23MM 4,6798.3,6798.3
HCPCS C1713,COROENT LARGE MP 12X9X23MM 8,6798.3,6798.3
HCPCS C1713,COROENT LARGE MP 10X9X23MM 8,6798.3,6798.3
HCPCS C1713,COROENT LARGE MP 8X9X23MM 8,6798.3,6798.3
HCPCS C1713,COROENT LARGE MP 14X9X28MM 4,6798.3,6798.3
HCPCS C1713,COROENT LARGE MP 12X9X28MM 4,6798.3,6798.3
HCPCS C1713,COROENT LARGE MP 10X9X28MM 4,6798.3,6798.3
HCPCS C1713,COROENT LARGE MP 8X9X28MM 4,6798.3,6798.3
HCPCS C1713,ROD SPINE SPHERX II DBR TITANIUM THORACOLUMBAR FIXED PREBENT 5.5 X 95MM,1068.025,1068.025
HCPCS C1713,COROENT LARGE MP 10X9X28MM 8,6798.3,6798.3
HCPCS C1713,20MM PRE BENTROD,975.8,975.8
HCPCS C1713,ROD SPINE SPHERX II DBR TITANIUM THORACOLUMBAR FIXED PREBENT 5.5 X 110MM,1068.025,1068.025
HCPCS C1713,ROD SPINE SPHERX DBR II TITANIUM THORACOLUMBAR POSTERIOR PREBENT DUAL BALL 6.25 X 75MM,1003,1003
HCPCS C1713,ROD SPINE SPHERX DBR II TITANIUM THORACOLUMBAR POSTERIOR PREBENT DUAL BALL 6.25 X 70MM,1003,1003
HCPCS C1713,ROD SPINE SPHERX DBR II TITANIUM THORACOLUMBAR POSTERIOR PREBENT DUAL BALL 6.25 X 65MM,1003,1003
HCPCS C1713,ROD SPINE SPHERX DBR II TITANIUM THORACOLUMBAR POSTERIOR PREBENT DUAL BALL 6.25 X 60MM,911.2,911.2
HCPCS C1713,ROD SPINE SPHERX DBR II TITANIUM THORACOLUMBAR POSTERIOR PREBENT DUAL BALL 6.25 X 55MM,911.2,911.2
HCPCS C1713,ROD SPINE THORACOLUMBAR POSTERIOR PREBENT TITANIUM DUAL BALL SPHERX DBR II 6.25 X 45MM,911.2,911.2
HCPCS C1713,ROD SPINE SPHERX DBR II TITANIUM THORACOLUMBAR POSTERIOR PREBENT DUAL BALL 6.25 X 35MM,911.2,911.2
HCPCS C1713,ROD SPINE SPHERX DBR II TITANIUM THORACOLUMBAR POSTERIOR PREBENT DUAL BALL 6.25 X 85MM,1003,1003
HCPCS C1713,ROD SPINE SPHERX DBR II TITANIUM THORACOLUMBAR POSTERIOR PREBENT DUAL BALL 6.25 X 25MM,911.2,911.2
HCPCS C1713,ROD SPINE SPHERX DBR II TITANIUM THORACOLUMBAR POSTERIOR PREBENT DUAL BALL 6.25 X 90MM,1003,1003
HCPCS C1713,SCREW SPINE MAS POSTERIOR LUMBAR INTERBODY FUSION 5.5 X 40MM,3432.3,3432.3
HCPCS C1713,SCREW SPINE MAS POSTERIOR LUMBAR INTERBODY FUSION 5.5 X 35MM,3432.3,3432.3
HCPCS C1713,SCREW SPINE MAS POSTERIOR LUMBAR INTERBODY FUSION 5.5 X 30MM,3432.3,3432.3
HCPCS C1713,SCREW SPINE MAS POSTERIOR LUMBAR INTERBODY FUSION 5.5 X 25MM,3432.3,3432.3
HCPCS C1713,SCREW SPINE MAS POSTERIOR LUMBAR INTERBODY FUSION 5 X 50MM,3432.3,3432.3
HCPCS C1713,SCREW SPINE MAS POSTERIOR LUMBAR INTERBODY FUSION 5 X 35MM,3432.3,3432.3
HCPCS C1713,SCREW SPINE MAS POSTERIOR LUMBAR INTERBODY FUSION 5 X 30MM,3432.3,3432.3
HCPCS C1713,SCREW SPINE REVOLUTION HELIX ACP TITANIUM FIXED ANGLE SELF TAPPING 4 X 17MM,928.2,928.2
HCPCS C1713,ROD SPINE SPHERX DBR II TITANIUM THORACOLUMBAR POSTERIOR PREBENT DUAL BALL 6.25 X 30MM,911.2,911.2
HCPCS C1713,ROD SPINE SPHERX II DBR TITANIUM THORACOLUMBAR FIXED PREBENT 5.5 X 45MM,1068.025,1068.025
HCPCS C1713,MP INTERBODY 12X9X23 15 DEG NHPL PERI OP SPINE IMPLANTS,6798.3,6798.3
HCPCS C1713,ROD SPINE SPHERX II DBR TITANIUM THORACOLUMBAR FIXED PREBENT 5.5 X 90MM,1068.025,1068.025
HCPCS C1713,ROD SPINE SPHERX II DBR TITANIUM THORACOLUMBAR FIXED PREBENT 5.5 X 85MM,1068.025,1068.025
HCPCS C1713,ROD SPINE SPHERX II DBR TITANIUM THORACOLUMBAR FIXED PREBENT 5.5 X 80MM,1068.025,1068.025
HCPCS C1713,ROD SPINE SPHERX II DBR TITANIUM THORACOLUMBAR FIXED PREBENT 5.5 X 75MM,1068.025,1068.025
HCPCS C1713,ROD SPINE SPHERX II DBR TITANIUM THORACOLUMBAR FIXED PREBENT 5.5 X 70MM,1068.025,1068.025
HCPCS C1713,ROD SPINE SPHERX II DBR TITANIUM THORACOLUMBAR FIXED PREBENT 5.5 X 65MM,1068.025,1068.025
HCPCS C1713,ROD SPINE SPHERX II DBR TITANIUM THORACOLUMBAR FIXED PREBENT 5.5 X 60MM,1068.025,1068.025
HCPCS C1713,ROD SPINE SPHERX DBR II TITANIUM THORACOLUMBAR POSTERIOR PREBENT DUAL BALL 6.25 X 80MM,1003,1003
HCPCS C1713,ROD SPINE SPHERX II DBR TITANIUM THORACOLUMBAR FIXED PREBENT 5.5 X 50MM,1068.025,1068.025
HCPCS C1713,ROD SPINE SPHERX II DBR TITANIUM THORACOLUMBAR FIXED PREBENT 5.5 X 100MM,1068.025,1068.025
HCPCS C1713,ROD SPINE SPHERX II DBR TITANIUM THORACOLUMBAR FIXED PREBENT 5.5 X 40MM,1068.025,1068.025
HCPCS C1713,ROD SPINE SPHERX II DBR TITANIUM THORACOLUMBAR FIXED PREBENT 5.5 X 35MM,1068.025,1068.025
HCPCS C1713,ROD SPINE SPHERX II DBR TITANIUM THORACOLUMBAR FIXED PREBENT 5.5 X 30MM,1068.025,1068.025
HCPCS C1713,ROD SPINE SPHERX II DBR TITANIUM THORACOLUMBAR FIXED PREBENT 5.5 X 25MM,1068.025,1068.025
HCPCS C1713,ROD SPINE SPHERX DBR II TITANIUM THORACOLUMBAR POSTERIOR PREBENT DUAL BALL 6.25 X 120MM,1003,1003
HCPCS C1713,ROD SPINE SPHERX DBR II TITANIUM THORACOLUMBAR POSTERIOR PREBENT DUAL BALL 6.25 X 110MM,1003,1003
HCPCS C1713,ROD SPINE SPHERX DBR II TITANIUM THORACOLUMBAR POSTERIOR PREBENT DUAL BALL 6.25 X 100MM,1003,1003
HCPCS C1713,ROD SPINE SPHERX DBR II TITANIUM THORACOLUMBAR POSTERIOR PREBENT DUAL BALL 6.25 X 95MM,1003,1003
HCPCS C1713,ROD SPINE SPHERX II DBR TITANIUM THORACOLUMBAR FIXED PREBENT 5.5 X 55MM,1068.025,1068.025
HCPCS C1713,COROENT LARGE MP 14X9X28MM 15,6798.3,6798.3
HCPCS C1713,COROENT LARGE MP 9X9X28MM 15,6798.3,6798.3
HCPCS C1713,PEEK L T 8X9X25MM 8,5451.9,5451.9
HCPCS C1713,CAGE SPINE COROENT PEEK TAPERED LG 8DEG 8 X 9 X 20MM,5451.9,5451.9
HCPCS C1713,PEEK L T 8X9X25MM 15,5451.9,5451.9
HCPCS C1713,CAGE SPINE COROENT PEEK TAPERED LG 15DEG 8 X 9 X 20MM,5451.9,5451.9
HCPCS C1713,CAGE SPINE COROENT PEEK TAPERED LG 12DEG 8 X 9 X 20MM,5451.9,5451.9
HCPCS C1713,COROENT LARGE MP 16X9X28MM 15,6798.3,6798.3
HCPCS C1713,COROENT LARGE MP 16X9X23MM 15,6798.3,6798.3
HCPCS C1713,CAGE SPINE COROENT PEEK TAPERED LG 15DEG 10 X 9 X 20MM,5451.9,5451.9
HCPCS C1713,COROENT LARGE MP 15X9X23MM 15,6798.3,6798.3
HCPCS C1713,PEEK L T 10X9X25MM 15,5451.9,5451.9
HCPCS C1713,COROENT LARGE MP 14X9X23MM 15,6798.3,6798.3
HCPCS C1713,COROENT LARGE MP 13X9X28MM 15,6798.3,6798.3
HCPCS C1713,COROENT LARGE MP 13X9X23MM 15,6798.3,6798.3
HCPCS C1713,COROENT LARGE MP 12X9X28MM 15,6798.3,6798.3
HCPCS C1713,COROENT LARGE MP 11X9X28MM 15,6798.3,6798.3
HCPCS C1713,COROENT LARGE MP 11X9X23MM 15,6798.3,6798.3
HCPCS C1713,COROENT LARGE MP 10X9X28MM 15,6798.3,6798.3
HCPCS C1713,COROENT LARGE MP 12X9X28MM 12,6798.3,6798.3
HCPCS C1713,COROENT LARGE MP 15X9X28MM 15,6798.3,6798.3
HCPCS C1713,CAGE SPINE COROENT PEEK TAPERED LG 8DEG 14 X 9 X 20MM,5451.9,5451.9
HCPCS C1713,CAGE SPINE BRIGADE PEEK TITANIUM ALLOY 12DEG 14 X 42 X 30MM,17572.05,17572.05
HCPCS C1713,CAGE SPINE COROENT PEEK CERVICAL LORDOTIC WIDE LG 12 X 11 X 25MM,5658.45,5658.45
HCPCS C1713,STEM PEEK,5059.2,5059.2
HCPCS C1713,CAGE SPINE COROENT PEEK CERVICAL LORDOTIC NARROW LG 10 X 9 X 30MM,5059.2,5059.2
HCPCS C1713,CAGE SPINE COROENT PEEK CERVICAL LORDOTIC NARROW LG 10 X 9 X 25MM,5059.2,5059.2
HCPCS C1713,CUSTOM PEEK,5059.2,5059.2
HCPCS C1713,CAGE SPINE COROENT PEEK CERVICAL LORDOTIC NARROW LG 8 X 9 X 30MM,5059.2,5059.2
HCPCS C1713,CAGE SPINE COROENT PEEK CERVICAL LORDOTIC NARROW LG 8 X 9 X 25MM,5059.2,5059.2
HCPCS C1713,CAGE SPINE COROENT PEEK TAPERED LG 12DEG 10 X 9 X 20MM,5451.9,5451.9
HCPCS C1713,PEEK L T 14X9X25MM 8,5451.9,5451.9
HCPCS C1713,COROENT LARGE MP 9X9X23MM 15,6798.3,6798.3
HCPCS C1713,COROENT LT 14X9X20MM 15,5451.9,5451.9
HCPCS C1713,PEEK L T 12X9X25MM 8,5451.9,5451.9
HCPCS C1713,CAGE SPINE COROENT PEEK TAPERED LG 8DEG 12 X 9 X 20MM,5451.9,5451.9
HCPCS C1713,PEEK L T 12X9X25MM 15,5451.9,5451.9
HCPCS C1713,CAGE SPINE COROENT PEEK TAPERED LG 15DEG 12 X 9 X 20MM,5451.9,5451.9
HCPCS C1713,CAGE SPINE COROENT PEEK TAPERED LG 12DEG 12 X 9 X 20MM,5451.9,5451.9
HCPCS C1713,PEEK L T 10X9X25MM 8,5451.9,5451.9
HCPCS C1713,CAGE SPINE COROENT PEEK TAPERED LG 8DEG 10 X 9 X 10MM,5451.9,5451.9
HCPCS C1713,CUSTOM LG NARROW,5059.2,5059.2
HCPCS C1713,CAGE SPINE COROENT ALPHA MAS PLIF LG 4DEG 11 X 9 X 28MM,6798.3,6798.3
HCPCS C1713,COROENT LARGE MP 10X9X23MM 15,6798.3,6798.3
HCPCS C1713,CAGE SPINE COROENT ALPHA MAS PLIF LG 8DEG 9 X 9 X 23MM,6798.3,6798.3
HCPCS C1713,CAGE SPINE COROENT ALPHA MAS PLIF LG 8DEG 8 X 9 X 28MM,6798.3,6798.3
HCPCS C1713,CAGE SPINE COROENT ALPHA MAS PLIF LG 8DEG 8 X 9 X 23MM,6798.3,6798.3
HCPCS C1713,CAGE SPINE COROENT ALPHA MAS PLIF LG 4DEG 14 X 9 X 28MM,6798.3,6798.3
HCPCS C1713,CAGE SPINE COROENT ALPHA MAS PLIF LG 4DEG 14 X 9 X 23MM,6798.3,6798.3
HCPCS C1713,CAGE SPINE COROENT ALPHA MAS PLIF LG 4DEG 13 X 9 X 28MM,6798.3,6798.3
HCPCS C1713,CAGE SPINE COROENT ALPHA MAS PLIF LG 4DEG 13 X 9 X 23MM,6798.3,6798.3
HCPCS C1713,CAGE SPINE COROENT ALPHA MAS PLIF LG 8DEG 10 X 9 X 23MM,6798.3,6798.3
HCPCS C1713,CAGE SPINE COROENT ALPHA MAS PLIF LG 4DEG 12 X 9 X 23MM,6798.3,6798.3
HCPCS C1713,CAGE SPINE COROENT ALPHA MAS PLIF LG 8DEG 10 X 9 X 28MM,6798.3,6798.3
HCPCS C1713,CAGE SPINE COROENT ALPHA MAS PLIF LG 4DEG 11 X 9 X 23MM,6798.3,6798.3
HCPCS C1713,CAGE SPINE COROENT ALPHA MAS PLIF LG 4DEG 10 X 9 X 28MM,6798.3,6798.3
HCPCS C1713,CAGE SPINE COROENT ALPHA MAS PLIF 4DEG LG 10 X 9 X 23MM,6798.3,6798.3
HCPCS C1713,CAGE SPINE COROENT ALPHA MAS PLIF LG 4DEG 9 X 9 X 28MM,6798.3,6798.3
HCPCS C1713,PLATE SPINE COROENT MAS ALPHA POSTERIOR LUMBAR INTERBODY FUSION LG 4DEG 9 X 9 X 23MM,6798.3,6798.3
HCPCS C1713,CAGE SPINE COROENT ALPHA MAS PLIF LG 4DEG 8 X 9 X 28MM,6798.3,6798.3
HCPCS C1713,CAGE SPINE COROENT MAS PLIF ALPHA 4DEG LG M COROENT 8 X 9 X 23MM,6798.3,6798.3
HCPCS C1713,SCREW SPINE MAS POSTERIOR LUMBAR INTERBODY FUSION 4.5 X 35MM,3432.3,3432.3
HCPCS C1713,CAGE SPINE COROENT ALPHA MAS PLIF LG 4DEG 12 X 9 X 28MM,6798.3,6798.3
HCPCS C1713,CAGE SPINE COROENT ALPHA MAS PLIF LG 12DEG X 8 X 9 X 23MM,6798.3,6798.3
HCPCS C1713,COROENT LARGE MP 8X9X28MM 15,6798.3,6798.3
HCPCS C1713,CAGE SPINE COROENT ALPHA MAS PLIF 12DEG LG 12 X 9 X 28MM,6798.3,6798.3
HCPCS C1713,PLATE SPINE COROENT MAS ALPHA POSTERIOR LUMBAR INTERBODY FUSION LG 12 DEG X 12 X 9 X 23MM,6798.3,6798.3
HCPCS C1713,11X9X28 12 DEG COROENT LARGE COROENT MAS PLIF ALPHA,6798.3,6798.3
HCPCS C1713,11X9X23 12 DEG COROENT LARGE COROENT MAS PLIF ALPHA,6798.3,6798.3
HCPCS C1713,CAGE SPINE COROENT ALPHA MAS PLIF LG 12DEG X 10 X 9 X 28MM,6798.3,6798.3
HCPCS C1713,CAGE SPINE COROENT ALPHA MAS PLIF LG 12DEG X 10 X 9 X 23MM,6798.3,6798.3
HCPCS C1713,9X9X28 12 DEG COROENT LARGE COROENT MAS PLIF ALPHA,6798.3,6798.3
HCPCS C1713,CAGE SPINE COROENT ALPHA MAS PLIF LG 8DEG 9 X 9 X 28MM,6798.3,6798.3
HCPCS C1713,CAGE SPINE COROENT ALPHA MAS PLIF LG 12DEG X 8 X 9 X 28MM,6798.3,6798.3
HCPCS C1713,MP INTERBODY 8X9X23 15 DEG NHPL PERI OP SPINE IMPLANTS,6798.3,6798.3
HCPCS C1713,CAGE SPINE COROENT ALPHA MAS PLIF LG 8DEG 14 X 9 X 28MM,6798.3,6798.3
HCPCS C1713,CAGE SPINE COROENT ALPHA MAS PLIF LG 8DEG 14 X 9 X 23MM,6798.3,6798.3
HCPCS C1713,CAGE SPINE COROENT ALPHA MAS PLIF LG 12DEG 13 X 9 X 28MM,6798.3,6798.3
HCPCS C1713,CAGE SPINE COROENT ALPHA MAS PLIF LG 8DEG 13 X 9 X 23MM,6798.3,6798.3
HCPCS C1713,CAGE SPINE COROENT ALPHA MAS PLIF LG 8DEG 12 X 9 X 28MM,6798.3,6798.3
HCPCS C1713,CAGE SPINE COROENT ALPHA MAS PLIF LG 8DEG 12 X 9 X 23MM,6798.3,6798.3
HCPCS C1713,CAGE SPINE COROENT ALPHA MAS PLIF LG 8DEG 11 X 9 X 28MM,6798.3,6798.3
HCPCS C1713,CAGE SPINE COROENT ALPHA MAS PLIF LG 8DEG 11 X 9 X 23MM,6798.3,6798.3
HCPCS C1713,9X9X23 12 DEG COROENT LARGE COROENT MAS PLIF ALPHA,6798.3,6798.3
HCPCS C1713,PLATE SPINE LEVERAGE TRADITIONAL C C XL 12.5MM,1881.9,1881.9
HCPCS C1713,PLATE SPINE LEVERAGE COBALT CHROME FIXATION LAMINAR 1 LEVEL POSTERIOR SM 8MM,1881.9,1881.9
HCPCS C1713,PLATE SPINE LEVERAGE COBALT CHROME FIXATION LAMINAR 1 LEVEL POSTERIOR XL 12.5MM,1881.9,1881.9
HCPCS C1713,PLATE SPINE LEVERAGE COBALT CHROME FIXATION LAMINAR 1 LEVEL POSTERIOR LG 11MM,1881.9,1881.9
HCPCS C1713,PLATE SPINE LEVERAGE COBALT CHROME FIXATION LAMINAR 1 LEVEL POSTERIOR MD 9.5MM,1881.9,1881.9
HCPCS C1713,PLATE SPINE LEVERAGE COBALT CHROME FIXATION LAMINAR 1 LEVEL POSTERIOR SM 8MM,1881.9,1881.9
HCPCS C1713,PLATE SPINE LEVERAGE TRADITIONAL M L XL 12.5MM,1881.9,1881.9
HCPCS C1713,PLATE SPINE LEVERAGE TRADITIONAL M L LG 11MM,1881.9,1881.9
HCPCS C1713,SCREW SPINE MAS POSTERIOR LUMBAR INTERBODY FUSION 5 X 25MM,3432.3,3432.3
HCPCS C1713,PLATE SPINE LEVERAGE TRADITIONAL M L SM 8MM,1881.9,1881.9
HCPCS C1713,PLATE SPINE LEVERAGE COBALT CHROME FIXATION LAMINAR 1 LEVEL POSTERIOR XL 12.5MM,1881.9,1881.9
HCPCS C1713,PLATE SPINE LEVERAGE TRADITIONAL C C LG 11MM,1881.9,1881.9
HCPCS C1713,PLATE SPINE LEVERAGE TRADITIONAL C C XL 9.5MM,1881.9,1881.9
HCPCS C1713,PLATE SPINE LEVERAGE COBALT CHROME FIXATION LAMINAR 1 LEVEL POSTERIOR LUMBAR SM 8MM,1881.9,1881.9
HCPCS C1713,PLATE SPINE HELIX-T TITANIUM FIXATION ANTERIOR CERVICAL LEVEL 5 110MM,2695.35,2695.35
HCPCS C1713,PLATE SPINE HELIX-T TITANIUM FIXATION ANTERIOR CERVICAL LEVEL 5 105MM,2695.35,2695.35
HCPCS C1713,PLATE SPINE HELIX-T TITANIUM FIXATION ANTERIOR CERVICAL LEVEL 5 100MM,2695.35,2695.35
HCPCS C1713,PLATE SPINE HELIX-T TITANIUM FIXATION ANTERIOR CERVICAL LEVEL 4 90MM,2514.3,2514.3
HCPCS C1713,PLATE SPINE HELIX-T TITANIUM FIXATION ANTERIOR CERVICAL LEVEL 4 86MM,2514.3,2514.3
HCPCS C1713,PLATE SPINE LEVERAGE TRADITIONAL M L MD 9.5MM,1881.9,1881.9
HCPCS C1713,SCREW SPINE LEVERAGE LATERAL LAMINAR MASS 2.6 X 8MM,524.025,524.025
HCPCS C1713,RETRACTOR SHIM HOOP MAS TLIF STERILE DISPOSABLE,2047.65,2047.65
HCPCS C1713,SHIM HOOP MAS TRANSFORAMINAL LUMBAR INTERBODY FUSION NONSTERILE DISPOSABLE,1022.55,1022.55
HCPCS C1713,MAXCESS MAS TLIF LATERAL SHIM RIGHT,1022.55,1022.55
HCPCS C1713,MAXCESS MAS TLIF LATERAL SHIM LEFT,1022.55,1022.55
HCPCS C1713,SCREW SPINE LEVERAGE LATERAL LAMINAR MASS 3 X 5MM,734.4,734.4
HCPCS C1713,SCREW SPINE LEVERAGE LATERAL LAMINAR MASS 2.6 X 5MM,734.4,734.4
HCPCS C1713,SCREW SPINE LEVERAGE LATERAL LAMINAR MASS 3 X 8MM,524.025,524.025
HCPCS C1713,SCREW SPINE LEVERAGE LATERAL LAMINAR MASS 3 X 7MM,524.025,524.025
HCPCS C1713,PLATE SPINE LEVERAGE COBALT CHROME FIXATION LAMINAR 1 LEVEL POSTERIOR MD 9.5MM,1881.9,1881.9
HCPCS C1713,SCREW SPINE LEVERAGE LATERAL LAMINAR MASS 3 X 5MM,524.025,524.025
HCPCS C1713,PLATE SPINE LEVERAGE COBALT CHROME FIXATION LAMINAR 1 LEVEL POSTERIOR LG 11MM,1881.9,1881.9
HCPCS C1713,SCREW SPINE LEVERAGE LATERAL LAMINAR MASS 2.6 X 7MM,524.025,524.025
HCPCS C1713,SCREW SPINE LEVERAGE LATERAL LAMINAR MASS 2.6 X 6MM,524.025,524.025
HCPCS C1713,SCREW SPINE LEVERAGE LATERAL MASS 2.6 X 5MM,524.025,524.025
HCPCS C1713,PLATE SPINE LEVERAGE COBALT CHROME FIXATION LAMINAR 1 LEVEL POSTERIOR XL 12.5MM,1881.9,1881.9
HCPCS C1713,PLATE SPINE LEVERAGE COBALT CHROME FIXATION LAMINAR 1 LEVEL POSTERIOR LG 11MM,1881.9,1881.9
HCPCS C1713,PLATE SPINE LEVERAGE COBALT CHROME FIXATION LAMINAR 1 LEVEL POSTERIOR LUMBAR LG 9.5MM,1881.9,1881.9
HCPCS C1713,PLATE SPINE LEVERAGE COBALT CHROME FIXATION LAMINAR 1 LEVEL POSTERIOR SM 8MM,1881.9,1881.9
HCPCS C1713,PLATE SPINE HELIX-T TITANIUM FIXATION ANTERIOR CERVICAL LEVEL 4 74MM,2514.3,2514.3
HCPCS C1713,SCREW SPINE LEVERAGE LATERAL LAMINAR MASS 3 X 6MM,524.025,524.025
HCPCS C1713,SCREW SPINE HELIX REVOLUTION ACP FIXED ANGLE SELF TAPPING 4.5 X 17MM,928.2,928.2
HCPCS C1713,PLATE SPINE HELIX-T TITANIUM FIXATION ANTERIOR CERVICAL LEVEL 4 82MM,2514.3,2514.3
HCPCS C1713,PLATE SPINE HELIX-T TITANIUM FIXATION ANTERIOR CERVICAL LEVEL 1 32MM,2011.95,2011.95
HCPCS C1713,PLATE SPINE HELIX-T TITANIUM FIXATION ANTERIOR CERVICAL LEVEL 1 30MM,2011.95,2011.95
HCPCS C1713,PLATE SPINE HELIX-T TITANIUM FIXATION ANTERIOR CERVICAL LEVEL 1 28MM,2011.95,2011.95
HCPCS C1713,PLATE SPINE HELIX-T TITANIUM FIXATION ANTERIOR CERVICAL LEVEL 1 26MM,2011.95,2011.95
HCPCS C1713,PLATE SPINE HELIX-T TITANIUM FIXATION ANTERIOR CERVICAL LEVEL 1 24MM,2011.95,2011.95
HCPCS C1713,PLATE SPINE HELIX-T TITANIUM FIXATION ANTERIOR CERVICAL LEVEL 1 22MM,2011.95,2011.95
HCPCS C1713,PLATE SPINE HELIX-T TITANIUM FIXATION ANTERIOR CERVICAL LEVEL 1 20MM,2011.95,2011.95
HCPCS C1713,PLATE SPINE HELIX-T TITANIUM FIXATION ANTERIOR CERVICAL LEVEL 2 34MM,2180.25,2180.25
HCPCS C1713,SCREW SPINE HELIX REVOLUTION ACP FIXED ANGLE SELF TAPPING 4.5 X 19MM,928.2,928.2
HCPCS C1713,PLATE SPINE HELIX-T TITANIUM FIXATION ANTERIOR CERVICAL LEVEL 2 36MM,2180.25,2180.25
HCPCS C1713,SCREW SPINE HELIX REVOLUTION ACP FIXED ANGLE SELF TAPPING 4.5 X 15MM,928.2,928.2
HCPCS C1713,SCREW SPINE HELIX REVOLUTION ACP FIXED ANGLE SELF TAPPING 4.5 X 13MM,928.2,928.2
HCPCS C1713,SCREW SPINE HELIX REVOLUTION ACP FIXED ANGLE SELF TAPPING 4.5 X 11MM,928.2,928.2
HCPCS C1713,SCREW SPINE HELIX REVOLUTION ACP VARIABLE ANGLE SELF TAPPING 4.5 X 19MM,928.2,928.2
HCPCS C1713,SCREW SPINE HELIX REVOLUTION ACP VARIABLE ANGLE SELF TAPPING 4.5 X 17MM,928.2,928.2
HCPCS C1713,SCREW SPINE VARIABLE ANGLE TITANIUM SELF TAPPING HELIX 4.5 X 15MM,928.2,928.2
HCPCS C1713,SCREW SPINE HELIX REVOLUTION ACP SELF TAPPING VARIABLE 4.5 X 14MM,928.2,928.2
HCPCS C1713,SCREW SPINE VARIABLE ANGLE SELF TAPPING HELIX 4.5 X 13MM,928.2,928.2
HCPCS C1713,PIN SPINE HELIX REVOLUTION ACP TEMPORARY RIGHT,680.85,680.85
HCPCS C1713,PLATE SPINE HELIX-T TITANIUM FIXATION ANTERIOR CERVICAL LEVEL 2 54MM,2180.25,2180.25
HCPCS C1713,WIRE KIRSCHNER MAXCESS STERILE DISPOSABLE .062 X 13.5IN,229.5,229.5
HCPCS C1713,PLATE SPINE HELIX-T TITANIUM FIXATION ANTERIOR CERVICAL LEVEL 4 70MM,2514.3,2514.3
HCPCS C1713,PLATE SPINE HELIX-T TITANIUM FIXATION ANTERIOR CERVICAL LEVEL 3 68MM,2346,2346
