Itemcode,Description,CDM Revenue Code,CDM Hcpcs,CDM Modifier,Gross Charge,Cash Price,SHS OUTPATIENT [108130006],Note
51010128,HC BX/CURETT OF CERVIX W/SCOPE,510,57454,,"$1,684.00","$1,178.80",$919.00,
36010079,HC DX BRONCHOSCOPE/LAVAGE,361,31624,,"$7,693.00","$5,385.10",,
36010082,HC BRONCHOSCOPY/NEEDLE BX EACH,361,31629,,"$14,622.00","$10,235.40",,
36010085,HC BRONCHOSCOPY/NEEDLE BX ADDL,361,31633,,"$8,356.00","$5,849.20",,
36010248,HC NAVIGATIONAL BRONCHOSCOPY,361,31627,,"$6,509.00","$4,556.30","$3,534.00",
36110207,HC ANOSCOPY DX W/HRA & CHEM AGNTS ENHANCEMENT W/BX,361,46607,,"$5,315.00","$3,720.50",,
36110657,HC PERC DILATION BILIARY W/ STENT,361,47556,,"$26,966.00","$18,876.20","$14,709.00",
45013188,HC ED NASAL/SINUS ENDOSCOPY SURG W/ HEMORRHAGE CONTROL CDM,450,31238,,"$7,693.00","$5,385.10",,
51010138,HC ENDOCERVICAL CURETTAGE W/SCOPE,510,57456,,"$1,768.00","$1,237.60",$919.00,
75010265,HC ANOSCOPY AND BIOPSY,750,46606,,"$5,315.00","$3,720.50","$2,899.00",
36010084,HC BRONCHOSCOPY/LUNG BX ADDL,361,31632,,"$7,582.00","$5,307.40",,
36010087,HC BRONCHOSCOPY W/TUMOR EXCISE,361,31640,,"$14,622.00","$10,235.40",,
36111097,"HC BILIARY ENDOSCOPY THRU SKIN, W/ STONE REMOVAL",361,47554,,"$25,420.00","$17,794.00","$13,866.00",
36119090,"HC ENDOLUMINAL BX BILIARY TREE, SINGL/MLTP",361,47543,,"$15,373.00","$10,761.10","$12,516.00",
45010230,HC ED CYSTOURETHROSCOPY CDM,450,52000,,"$3,415.00","$2,390.50",,
45010416,HC ED ANOSCOPY CONTROL BLEEDING CDM,450,46614,,"$5,315.00","$3,720.50",,
45013193,"HC ED REMOVE FOREIGN BODY LARYNX, INDIRECT CDM",450,31511,,$889.00,$622.30,,
45013197,HC ED DIAGNOSTIC LARYNGOSCOPY CDM,450,31575,,$889.00,$622.30,,
76110288,HC BX OF CERVIX W/SCOPE LEEP,761,57460,,"$12,619.00","$8,833.30","$6,884.00",
36111024,"HC CYSTOURETHROSCOPY, WITHFB REMOVAL SIMPLE",361,52310,,"$9,988.00","$6,991.60","$5,448.00",
45010113,HC ED NASOPHARYNGOSCOPY CDM,450,92511,,$889.00,$622.30,$485.00,
45010234,HC ED CYSTO BLADDER W/URETERAL CATHETERIZATION CDM,450,52005,,"$9,988.00","$6,991.60",,
45013200,HC ED REMOVAL OF LARYNX LESION CDM,450,31578,,"$14,622.00","$10,235.40",,
45014033,HC ED COLPOSCOPY CDM,450,57452,,$915.00,$640.50,,
51010129,HC BIOPSY OF CERVIX W/SCOPE,510,57455,,"$1,768.00","$1,237.60",$919.00,
36010090,HC BRONCHOSCOPY CLEAR AIRWAYS,361,31645,,"$7,693.00","$5,385.10",,
36119073,HC BRONCH EBUS SAMPLNG 1/2 NODE,361,31652,,"$14,622.00","$10,235.40","$7,976.00",
45010103,HC ED CYSTO W/SIMPLE REMOVAL STONE & STENT CDM,450,52310,,"$9,988.00","$6,991.60",,
45010414,HC ED DIAGNOSTIC ANOSCOPY CDM,450,46600,,$582.00,$407.40,,
45013198,HC ED LARYNGOSCOPY WITH BIOPSY CDM,450,31576,,"$7,693.00","$5,385.10",,
45013237,HC ED ESOPHAGOSCOPY FLEXIBLE BRUSH CDM,450,43200,,"$4,090.00","$2,863.00",,
76110308,HC PHOTODYNMC TX 30 MIN ADD-ON,761,96570,,"$1,389.00",$972.30,"$1,389.00",
36010255,HC ESOPHAGUS ENDOSCOPY/LIGATION,360,43205,,"$8,028.00","$5,619.60","$4,379.00",
36011025,HC ESOPH SCOPE W/SCLEROSIS INJ,360,43204,,"$8,028.00","$5,619.60","$4,379.00",
36111248,HC DIAGNOSTIC GASTROSCOPE,361,43235,,"$4,090.00","$2,863.00","$2,231.00",
45010088,HC ED EGD TRANSORAL BIOPSY SINGLE/MULTIPLE CDM,450,43239,,"$4,090.00","$2,863.00",,
36011058,HC ESOPHAGOSCOPY LESION ABLATE,360,43229,,"$15,123.00","$10,586.10",,
36110645,HC EGD PLACE GASTROSTOMY TUBE,361,43246,,"$8,028.00","$5,619.60","$4,379.00",
45010090,HC ED EGD FLEXIBLE FOREIGN BODY REMOVAL CDM,450,43247,,"$4,090.00","$2,863.00",,
45013238,HC ED ESOPHAGOSCOPY FLEX REMOVE FB CDM,450,43215,,"$8,028.00","$5,619.60",,
76110309,HC PHOTODYNAMIC TX ADDL 15 MIN,761,96571,,"$1,007.00",$704.90,"$1,007.00",
45010467,HC ED REMOVE FOREIGN BODY FROM EYE SUPERFICIAL CDM,450,65205,,$565.00,$395.50,,
45010475,HC ED CURETTE/TREAT CORNEA CDM,450,65435,,"$4,495.00","$3,146.50",,
45010484,HC ED REMOVE EYELID FOREIGN BODY CDM,450,67938,,"$1,591.00","$1,113.70",,
45013170,HC ED REMOVE FOREIGN BODY FROM EYE CORNEAL W/ SLIT LAMP CDM,450,65222,,$565.00,$395.50,,
45010469,HC ED REMOVE FOREIGN BODY FROM EYE EMBEDDED CDM,450,65210,,"$1,568.00","$1,097.60",,
45014037,HC ED UNLISTED PROCEDURE EYELIDS CDM,450,67999,,"$1,657.00","$1,159.90",,
45010471,HC ED REMOVE FOREIGN BODY FROM EYE CORNEAL W/O SLIT LAMP CDM,450,65220,,"$1,568.00","$1,097.60",,
45010627,HC ED REPAIR EYELID WOUND CDM,450,67930,,"$10,321.00","$7,224.70",,
26010008,HC HYDRATE IV INFUSION ADD-ON^,260,96361,,$213.00,$149.10,$116.00,
45010930,HC ED IV INFUSION HYDRATION EACH ADDITIONAL HOUR CDM,450,96361,,$213.00,$149.10,,
45011010,HC ED THER PROPH/DX NJX EA SEQL IV PUSH SBST/DRUG FAC CDM,450,96376,,$189.00,$132.30,,
45011013,HC ED THERAPEUTIC PROPHYLACTIC/DX INJECTION SUBQ/IM CDM,450,96372,,$321.00,$224.70,,
77110001,HC IMMUNIZATION ADMIN,771,90471,,$130.00,$91.00,$118.00,
94010205,HC THER/PROPH/DIAG INJ SC/IM^,260,96372,,$321.00,$224.70,$175.00,
94010209,HC TX/PRO/DX IV PUSH SAME DRUG ADD ON CDM,940,96376,,$189.00,$132.30,$109.00,
26010010,HC THER/PROPH/DIAG IV INF ADDON^,260,96366,,$213.00,$149.10,$116.00,
26010013,HC THER/PROP/DIAG INJ/INF PROC^,260,96379,,$213.00,$149.10,$116.00,
26010026,HC SC THER INFUSION RESET PUMP^,260,96371,,$287.00,$200.90,$165.00,
45011001,HC ED IV INFUSION HYDRATION INITIAL 31 MIN-1 HOUR CDM,450,96360,,"$1,097.00",$767.90,,
45011004,HC ED IV INFUSION THERAPY/PROPHYLAXIS /DX 1ST TO 1 HR CDM,450,96365,,"$1,097.00",$767.90,,
45011015,HC ED UNLISTED THERAPEUTIC PROPH/DX IV/IA NJX/NFS CDM,450,96379,,$213.00,$149.10,,
77110003,HC ADMIN INFLUENZA VIRUS VAC,771,90471,,$130.00,$91.00,$118.00,
77110012,HC INFLUENZA ADMINISTRATION,771,G0008,,,$0.00,$72.00,
77110021,HC IMMUNE ADMIN ORAL/NASAL,771,90473,,$130.00,$91.00,$118.00,
94010061,HC THER/PROPH/DIAG INJ IA-ARTERIAL^,940,96373,,"$1,097.00",$767.90,$598.00,
26010011,HC TX/PROPH/DG ADDL SEQ IV INF^,260,96367,,$321.00,$224.70,$175.00,
77110004,HC ADMIN PNEUMOCOCCAL VACCINE,771,90471,,$130.00,$91.00,$118.00,
77110013,HC PNEUMOCOCCAL ADMINISTRATION,771,G0009,,,$0.00,$118.00,
26010025,HC INFUSION HYDRATION EA ADD HR,260,96361,,$213.00,$149.10,$116.00,
26030006,HC APPLICATION ON-BODY INJECTOR^,260,96377,,$321.00,$224.70,$204.00,
45011003,HC ED IV INFUSION THERAPY PROPHYLAXIS/DX EA HOUR CDM,450,96366,,$213.00,$149.10,,
77110005,HC ADMIN HEPATITIS B VACCINE,771,90471,,$130.00,$91.00,$118.00,
77110020,HC IMMUNE ADMIN ORAL/NASAL ADDL,771,90474,,$63.00,$44.10,$56.00,
45011002,HC ED IV INFUSION THER PROPH ADDL SEQUENTIAL TO 1 HR CDM,450,96367,,$321.00,$224.70,,
45011005,HC ED IV NFS THERAPY PROPHYLAXIS/DX CONCURRENT NFS CDM,450,96368,,$197.00,$137.90,,
76110303,HC SC THER INFUSION UP TO 1 HR^,761,96369,,"$1,097.00",$767.90,$598.00,
94010057,HC THER/PROPH/DIAG INJ SC/IM,260,96372,,$321.00,$224.70,$175.00,
26010009,HC THER/PROPH/DIAG IV INF INIT^,260,96365,,"$1,097.00",$767.90,$598.00,
26010012,HC THER/DIAG CONCURRENT INF^,260,96368,,$197.00,$137.90,$112.00,
45011011,HC ED THER PROPH/DX NJX IV PUSH SINGLE/1ST SBST/DRUG CDM,450,96374,,"$1,097.00",$767.90,,
45011014,HC ED THERAPEUTIC PROPHYLACTIC/DX NJX INTRA-ARTERIAL CDM,450,96373,,"$1,097.00",$767.90,,
77110002,HC IMMUNIZATION ADMIN EACH ADD,771,90472,,$79.00,$55.30,$69.00,
94010207,HC THER/PROPH/DIAG IV PUSH^,940,96374,,"$1,097.00",$767.90,$598.00,
26010007,HC HYDRATION IV INFUSION INIT^,260,96360,,"$1,097.00",$767.90,$598.00,
45011012,HC ED THERAPEUTIC INJECTION IV PUSH EACH NEW DRUG CDM,450,96375,,$213.00,$149.10,,
76110304,HC SC THER INFUSION ADDL HR^,761,96370,,$213.00,$149.10,$116.00,
94010060,HC TX/PRO/DX INJ NEW DRUG ADDON-SINGLE/INIT (SUB),940,96375,,,$0.00,,
94010208,HC TX/PRO/DX? IV PUSH NEW DRUG ADDON^,940,96375,,$213.00,$149.10,$116.00,
36010550,HC TIS TRNFR ANY 30.1-60 SQ CM,360,14301,,"$16,420.00","$11,494.00","$8,124.00",
36011135,HC P=MASTECTOMY W/LN REMOVAL,360,19302,,"$29,480.00","$20,636.00",,
36110111,HC INJECTION ABDOMINAL SHUNT,361,49427,,"$1,592.00","$1,114.40","$1,239.00",
36110417,HC INSERTION OF CATHETER VEIN FOR SAMPLING,361,36500,,"$2,666.00","$1,866.20","$2,075.00",
36110478,HC SEC ART M-THROMBECT ADD-ON,361,37186,,"$16,573.00","$11,601.10","$12,911.00",
36110621,HC INJECTION ANESTHETIC AGENT FACIAL NERVE CDM,361,64999,,"$1,616.00","$1,131.20",,
36110628,HC INJECTION ANESTHETIC AGENT PHRENIC NERVE CDM,361,64999,,"$3,484.00","$2,438.80","$1,901.00",
36111003,HC INSTLL RX AGNT INTO RENAL TUBE,361,50391,,"$1,447.00","$1,012.90",$716.00,
36111078,HC DRAINAGE OF RETROPERITONEAL ABSCESS OPEN^,361,49060,,"$14,297.00","$10,007.90","$7,052.00",
36111114,HC DSTR NROLYTC AGNT PARVERTEB FCT SNGL CRVCL/THORA,361,64633,,"$10,445.00","$7,311.50","$5,167.00",
36111117,HC DSTR NROLYTC AGNT PARVERTEB FCT ADDL LMBR/SACRAL,361,64636,,"$4,044.00","$2,830.80","$1,788.00",
36111138,HC THROMBOLYSIS ARTERIAL INFUSION W/IMAGING INIT TX,361,37211,,"$25,816.00","$18,071.20","$12,773.00",
36111141,HC CESSATION THROMBOLYTIC THRPY W/CATHETER REMOVAL,361,37214,,"$5,820.00","$4,074.00","$2,880.00",
36111190,HC PERQ DEVICE LOC BREAST EA IMAG,361,19282,,$864.00,$604.80,$427.00,
36111193,HC PERQ DEV LOC BREAST 1ST US IMAG,361,19285,,"$3,565.00","$2,495.50","$1,764.00",
36111267,HC REMOVE SPINE ELTRD PREQ ARAY,361,63661,,"$10,444.00","$7,310.80","$5,167.00",
36111270,HC REVISE SPINE ELTRD PERQ ARAY,361,63663,,"$17,184.00","$12,028.80","$8,502.00",
36111341,HC MRGFUS STEREOTACTIC ABLATION LESION INTRACRANIAL,361,0398T,,"$58,053.00","$40,637.10","$58,053.00",
36119095,"HC PLMT NEPHROURETERAL CATHETER, NEW ACCESS",361,50433,,"$11,011.00","$7,707.70","$5,448.00",
36119098,HC ENDOLUMINAL BX URTR RNL PLVS,361,50606,,"$4,267.00","$2,986.90","$2,111.00",
45010066,HC ED INTUBATION ENDOTRACHEAL EMERGENCY PROCEDURE CDM,450,31500,,"$1,194.00",$835.80,,
45010186,HC ED REMOVE INT DWELL URETERAL STENT TRANSURETHRAL CDM,450,50386,,"$11,011.00","$7,707.70",,
45010494,HC ED CLOSED TREATMENT OF DISTAL END FEMOR FRACTURE CDM,450,27510,,"$7,351.00","$5,145.70",,
45013202,HC ED CRICOTHYROIDOTOMY CDM,450,31605,,"$2,973.00","$2,081.10",,
76110230,HC WOUND PREP FACE/HAND/FEET EA ADD 100 SQ CM,761,15005,,"$1,070.00",$749.00,$509.00,
33310087,HC PLACE RT DEVICE/MARKER PROS,333,55876,,"$7,103.00","$4,972.10","$3,514.00",
36010060,HC INCISION OF GALLBLADDER,361,47490,,"$19,124.00","$13,386.80",,
36010076,HC NERVOUS SYSTEM SURGERY,360,64999,,,$0.00,"$2,360.00",
36010192,HC VASC EMBOLIZE/OCCLUDE VENOUS,361,37241,,"$65,240.00","$45,668.00","$32,277.00",
36010195,HC VASC EMBOLIZE/OCCLUDE BLEED,361,37244,,"$65,240.00","$45,668.00","$32,277.00",
36010198,HC PERC FLUID COLLECT TRNS/REC/VAG,361,49407,,"$8,293.00","$5,805.10","$4,103.00",
36010352,HC DRAIN SPINAL CORD CYST,361,62268,,"$4,326.00","$3,028.20","$2,360.00",
36010367,HC INFUS THERP VENOUS INITIAL TX,361,37212,,"$15,698.00","$10,988.60",,
36011034,HC APPENDECTOMY ADD-ON,360,44955,,"$6,311.00","$4,417.70","$4,916.00",
36011185,HC REPAIR BOWEL-SKIN FISTULA,360,44640,,"$10,305.00","$7,213.50",,
36110159,HC NEEDLE BIOPSY CHEST LINING,361,32400,,"$8,293.00","$5,805.10","$4,103.00",
36110285,HC INSERTION PERITONEAL-VENOUS SHUNT,361,49425,,"$19,003.00","$13,302.10",,
36110493,HC TRANSCATH STENT CCA W/EPS,361,37215,,"$49,248.00","$34,473.60","$38,371.00",
36110538,HC WOUND PREP TRK/ARM/LEG FIRST 100 SQ CM,361,15002,,"$9,471.00","$6,629.70","$4,686.00",
36110554,HC CRYOSURG ABLATE FA EACH,361,19105,,"$16,774.00","$11,741.80","$8,299.00",
36110585,HC INSERTION IVC FILTER W/WO S&I,361,37191,,"$14,518.00","$10,162.60","$7,183.00",
36110624,HC CHEST SURGERY PROCEDURE,361,32999,,"$3,129.00","$2,190.30","$1,548.00",
36110659,HC NEEDLE BIOPSY PANCREAS,361,48102,,"$8,293.00","$5,805.10","$4,103.00",
36110958,HC BILE TRACT SURGERY PROCEDURE,361,47999,,"$4,510.00","$3,157.00","$2,231.00",
36111031,"HC TRANSPERINEAL NEEDLE PLACEMENT, PROSTATE",333,55875,,"$16,953.00","$11,867.10","$8,387.00",
36111050,HC DILATE INTRACRANIAL VASOSPASM INITIAL,361,61640,,"$21,791.00","$15,253.70","$16,978.00",
36111116,HC DSTR NROLYTC AGNT PARVERTEB FCT SNGL LMBR/SACRAL,361,64635,,"$10,445.00","$7,311.50","$5,167.00",
36111172,HC INSERTION OF UMBILICAL CATHETER VEIN,361,36510,,$552.00,$386.40,$438.00,
36111184,HC BX BREAST ADD LESION STEREO,361,19082,,"$6,149.00","$4,304.30","$3,040.00",
36111187,HC BX BREAST 1ST LESION MR IMAG,361,19085,,"$8,293.00","$5,805.10","$4,103.00",
36111195,HC PERQ DEV LOC BREAST 1ST MR GUIDE,361,19287,,"$3,565.00","$2,495.50","$1,764.00",
36111222,HC PERQ CERVICOTHORACIC INJECT,361,22510,,"$16,266.00","$11,386.20","$8,047.00",
36111225,HC PERQ VERTEBRAL AUGMENTATION USING DEVICE THORACIC,361,22513,,"$34,873.00","$24,411.10","$17,253.00",
36111278,HC CHEMODENERVATION INTERNAL ANAL SPHINCTER,361,46505,,"$5,860.00","$4,102.00",,
36111285,"HC TENOTOMY, PERQ ABDUCTOR/HAMSTRING; SINGLE TENDON (SEP PROC)",361,27899,,"$7,414.00","$5,189.80",,
36111288,HC TENDON SCRAPPING,361,27899,,"$1,476.00","$1,033.20",,
36112010,HC PELVIS/HIP JOINT SURGERY,361,27299,,,$0.00,"$8,047.00",
36119083,HC EXCHANGE BILIARY DRG CATH,361,47536,,"$19,124.00","$13,386.80","$9,462.00",
36119086,"HC PERQ PLMT BILE DUCT STENT, NEW ACCESS",361,47539,,"$28,026.00","$19,618.20","$13,866.00",
36119089,HC DILATE BILIARY DUCT/AMPULLA. EA DUCT,361,47542,,"$3,928.00","$2,749.60","$1,944.00",
36119103,HC BALLOON DILATE URTRL STRIX,361,50706,,"$12,255.00","$8,578.50","$10,104.00",
36119106,HC EVASC PRLNG ADMN RX AGNT ADD,361,61651,,"$55,685.00","$38,979.50",,
36200004,HC TRANSPLT AUTOL HCT/DONOR CDM,362,38241,,"$7,230.00","$5,061.00","$3,577.00",
41010003,HC INTUBATION,410,31500,,"$1,194.00",$835.80,$591.00,
45010010,HC ED NERVE BLOCK INJ FACIAL CDM,450,64999,,"$1,616.00","$1,131.20",,
45010044,HC ED PREP SITE TRUNK/ARM/LEG ADDL 100 SQ CM/1PCT CDM,450,15003,,$759.00,$531.30,,
45010053,HC ED OPTX DSTL RADL I-ARTIC FX/EPIPHYSL SEP 2 FRAG CDM,450,25608,,"$17,707.00","$12,394.90",,
45010104,HC ED CORPORA CAVERNOSA-GLANS PENIS FSTLJ PRIAPISM CDM,450,54435,,"$11,011.00","$7,707.70",,
45010201,HC ED RMVL SPINAL NSTIM ELTRD PRQ ARRAY INCL FLUOR CDM,450,63661,,"$10,444.00","$7,310.80",,
45010294,HC ED TREATMENT OF THIGH FRACTURE W/MANIPULATION CDM,450,27502,,"$8,174.00","$5,721.80",,
45010326,HC ED TRACHEOSTOMY PLANNED SEPARATE PROCEDURE CDM,450,31600,,"$14,567.00","$10,196.90","$7,206.00",
45010406,HC ED RECTUM SURGERY PROCEDURE CDM,450,45999,,"$4,481.00","$3,136.70",,
45010457,HC ED PIERCE SKULL & REMOVE CLOT CDM,450,61154,,"$12,572.00","$8,800.40",,
45010552,HC ED CLOSED TREATMENT DENTAL RIDGE FRACTURE CDM,450,21440,,"$14,567.00","$10,196.90",,
45010560,HC ED TREAT STERNUM FRACTURE CDM,450,21820,,"$1,323.00",$926.10,,
45013201,HC ED TRACHEOSTOMY CDM,450,31603,,"$6,938.00","$4,856.60",,
45013207,HC ED OPEN CHEST HEART MASSAGE CDM,450,32160,,"$13,334.00","$9,333.80",,
45013228,HC ED DENTAL SURGERY PROCEDURE CDM,450,41899,,$861.00,$602.70,,
45014047,HC ED ABD PARACENTESIS W/IMAG GUIDANCE CDM,450,49083,,"$4,510.00","$3,157.00",,
51010395,HC PROSTATIC MICROWAVE THERMOTX,510,53850,,"$16,953.00","$11,867.10","$8,387.00",
72010081,HC CARDIA MAINTENANCE SCREENING,720,59070,,"$1,857.00","$1,299.90",$919.00,
74010120,HC ELECTRODE STIMULATION BRAIN,740,95961,,"$5,841.00","$4,088.70","$2,889.00",
76110058,HC NERVE BLOCK INJ CERVICAL PLEXUS CDM,761,64999,,"$3,484.00","$2,438.80","$1,901.00",
76110221,"HC GRAFT TRUNK,ARM,LEG, TOTAL TO 100 SQCM; EA ADDL 25 SQCM",761,15272,,"$2,186.00","$1,530.20","$1,041.00",
76110224,"HC FACE,NECK,HAND,FEET,GENITALIA TOTAL TO 100 SQCM; 1ST 25 SQCM",761,15275,,"$9,471.00","$6,629.70","$4,686.00",
76110227,"HC FACE,NECK,HAND,FEET,GENITALIA TOTAL > 100 SQCM; EA ADDL 100 SQCM",761,15278,,"$3,199.00","$2,239.30","$1,525.00",
36010120,HC PLACE PO BREAST CATH FOR RAD,361,19296,,"$23,700.00","$16,590.00","$11,725.00",
36010193,HC VASC EMBOLIZE/OCCLUDE ARTERY,361,37242,,"$65,240.00","$45,668.00","$32,277.00",
36010196,HC PERC FLUID COLLECT VISCERA,361,49405,,"$8,293.00","$5,805.10","$4,103.00",
36010353,HC IMPLANT NEUROELECTRODES,360,63650,,"$18,348.00","$12,843.60","$9,078.00",
36010364,HC INFUS THERP ART INITIAL TX,361,37211,,"$25,816.00","$18,071.20","$12,773.00",
36110077,HC ENDOTRACHEAL INTUBATION EMR,361,31500,,"$1,194.00",$835.80,$591.00,
36110117,HC OBSTRUCTIVE MATERIAL REMOVAL FROM GI TUBE,361,49460,,"$4,510.00","$3,157.00","$2,231.00",
36110161,HC BIOPSY LUNG OR MEDIASTINUM,361,32405,,"$8,293.00","$5,805.10","$4,103.00",
36110494,HC TRANSCATH STENT CCA W/O EPS,361,37216,,"$46,046.00","$32,232.20","$35,877.00",
36110662,HC ABDOM PARACENTESIS DX/THER W/IMAGING GUIDANCE^,361,49083,,"$4,510.00","$3,157.00","$2,231.00",
36110698,HC TRANSCATH OCCLUSION CNS,361,61624,,"$22,995.00","$16,096.50","$17,917.00",
36110710,HC REMOVE SPINAL CANAL CATHETER,361,62355,,"$10,445.00","$7,311.50","$5,167.00",
36110749,HC TRACHEOSTOMY PLANNED SEPARATE PROCEDURE CDM,361,31600,,"$14,567.00","$10,196.90","$7,206.00",
36110946,HC PERC RADIO FREQ ABLATION LIVER TUMOR,361,47382,,"$28,026.00","$19,618.20","$13,866.00",
36111039,HC ENDOCRINE SURGERY PROCEDURE,361,60699,,"$28,026.00","$19,618.20","$13,866.00",
36111048,HC INTRACRANIAL ANGIOPLASTY,361,61630,,"$14,463.00","$10,124.10","$11,268.00",
36111196,HC PERQ DEV LOC BREAST ADD MR GUIDE,361,19288,,$864.00,$604.80,$427.00,
36111283,HC UNLISTED PROCEDURE FEMUR/KNEE,361,27599,,"$7,785.00","$5,449.50",,
36111286,"HC TENOTOMY, PERQ, MULTIPLE TENDONS",361,27899,,"$14,753.00","$10,327.10",,
36119084,HC REMOVAL BILIARY DRG CATH,361,47537,,"$4,510.00","$3,157.00","$2,231.00",
36119087,"HC PERQ PLMT BILE DUCT STENT, NEW ACCESS INT-EXT",361,47540,,"$28,026.00","$19,618.20","$13,866.00",
36119104,HC PERQ ART M-THROMBECT &/NFS,361,61645,,"$75,760.00","$53,032.00",,
45010045,HC ED PREP SITE F/S/N/H/F/G/M/D GT 1ST 100 SQ CM/1PCT CDM,450,15004,,"$3,045.00","$2,131.50",,
45010510,HC ED SKIN TISSUE REARRANGEMENT 10 SQ CM OR LESS EYLDS NS ERS LIP CDM,450,14060,,"$8,590.00","$6,013.00",,
76110222,"HC GRAFT TRUNK,ARM,LEG, TOTAL > 100 SQCM; 1ST 100SQ CM",761,15273,,"$16,420.00","$11,494.00","$8,124.00",
36010194,HC VASC EMBOLIZE/OCCLUDE ORGAN,361,37243,,"$65,240.00","$45,668.00","$32,277.00",
36010197,HC PERC FLUID COLLECT PERI/RETRO,361,49406,,"$8,293.00","$5,805.10","$4,103.00",
36010366,HC INFUS THERP ART/VEN SBQ REMVL,361,37214,,"$5,820.00","$4,074.00","$2,880.00",
36010903,HC FETAL FLUID DRAINAGE W/US,361,59074,,"$1,856.00","$1,299.20",$919.00,
36010936,HC VERSION W/UNIT ULTRASOUND,360,59412,,"$1,827.00","$1,278.90",,
36012016,HC ABDOM PARACENTESIS DX/THER W/O IMAGING GUIDANCE^,360,49082,,"$4,510.00","$3,157.00","$2,231.00",
36110463,HC IV CATH UMBILICAL,361,36660,,$423.00,$296.10,$552.00,
36110600,HC CARDIAC CD:PT USE,361,59855,,"$7,184.00","$5,028.80",,
36110609,HC BREAST SURGERY PROCEDURE,361,19499,,"$7,898.00","$5,528.60","$4,103.00",
36110703,HC TREAT SPINAL CANAL LESION,361,62282,,"$4,770.00","$3,339.00","$2,360.00",
36110940,HC STOMACH SURGERY PROCEDURE,361,43999,,"$4,510.00","$3,157.00","$2,231.00",
36110947,HC LIVER SURGERY PROCEDURE,361,47399,,,$0.00,"$4,103.00",
36110957,HC PLACEMENT BILE DUCT SUPPORT,361,47801,,"$9,363.00","$6,554.10","$7,294.00",
36111049,HC INTRACRANIAL ANGIOPLASTY W/STENT,361,61635,,"$23,008.00","$16,105.60","$17,928.00",
36111090,HC UNLISTED PROCEDURE HUMERUS/ELBOW^,361,24999,,"$16,266.00","$11,386.20","$8,047.00",
36111183,HC BX BREAST 1ST LESION STEREO,361,19081,,"$8,293.00","$5,805.10","$4,103.00",
36111263,HC INCISION OF TENDON & MUSCLE,361,23405,,"$31,630.00","$22,141.00","$17,253.00",
36111284,HC UNLISTED PROCEDURE FOOT/TOES,361,28899,,"$14,753.00","$10,327.10",,
36111287,"HC FAST PROCEDURE, LEG OR? ANKLE, TENEX",361,27899,,"$7,414.00","$5,189.80",,
36114025,HC ESOPHAGUS SURGERY PROCEDURE UNLISTED,361,43499,,"$4,944.00","$3,460.80","$2,446.00",
36119088,"HC PLMT ACCESS BIL TREE SM BWL, NEW ACCESS",361,47541,,"$19,124.00","$13,386.80","$9,462.00",
39110022,HC TRANSFUS PART EXCHG BLOOD NB,391,36456,,"$1,883.00","$1,318.10",$978.00,
45010046,HC ED PREP SITE F/S/N/H/F/G/M/D GT ADDL 100 SQ CM/1PCT CDM,450,15005,,"$1,070.00",$749.00,,
45014046,HC ED ABD PARACENTESIS W/O IMAG GUID CDM,450,49082,,"$4,510.00","$3,157.00",,
76110220,"HC GRAFT TRUNK,ARM.LEG, TOTAL TO 100 SQCM; 1ST 25 SQCM",761,15271,,"$9,471.00","$6,629.70","$4,686.00",
76110223,"HC GRAFT TRUNK,ARM,LEG, TOTAL > 100 SQCM; EA ADDL 100 SQCM",761,15274,,"$4,448.00","$3,113.60","$2,121.00",
76110226,"HC FACE,NECK,HAND,FEET,GENITALIA TOTAL > 100 SQCM; 1ST 100 SQCM",761,15277,,"$9,471.00","$6,629.70","$4,686.00",
36010064,HC REMOVE RENAL TUBE W/FLUORO,360,50389,,"$3,765.00","$2,635.50","$1,863.00",
36010378,HC TRANSCATH RETRIEVAL FB COMPL,361,37197,,"$15,698.00","$10,988.60","$7,767.00",
36010978,HC EXC ABD TUM 5 CM OR LESS,360,49203,,"$6,272.00","$4,390.40","$4,886.00",
36011103,HC INSERT NEEDLE CATH BOWEL,360,44015,,"$1,600.00","$1,120.00","$1,244.00",
36110103,HC BLOOD/LYMPH SYSTEM PROCEDURE,361,38999,,,$0.00,$740.00,
36110106,HC NEEDLE BIOPSY LIVER ADD-ON,361,47001,,"$3,537.00","$2,475.90","$2,755.00",
36110476,HC PRIM ART MECH THROMBECTOMY,361,37184,,"$12,959.00","$9,071.30","$6,411.00",
36110571,HC SPINE SURGERY PROCEDURE,361,22899,,,$0.00,"$3,393.00",
36110671,HC EXCHANGE DRAINAGE CATHETER,361,49423,,"$8,851.00","$6,195.70","$4,379.00",
36110713,HC REMOVE SPINE INFUSION DEVICE,361,62365,,"$27,534.00","$19,273.80","$13,622.00",
36110806,HC FACET INJ C/T SPINE THIRD LEVEL,361,64492,,"$2,318.00","$1,622.60",$579.00,
36110961,HC PANCREAS SURGERY PROCEDURE,361,48999,,"$3,565.00","$2,495.50","$1,764.00",
36111051,HC PERQ BALO DILA IC VSPSM EA VSL SM VASC TER,361,61641,,"$10,908.00","$7,635.60","$8,498.00",
36111139,HC THROMBOLYSIS VENOUS INFUSION W/IMAGING INIT TX,361,37212,,"$15,698.00","$10,988.60","$7,767.00",
