PROC NAME,CPT CODE," MAIN
PRICE "
ILIUM BICORT STRIP 30MMX3.5C,," $1,677.00 "
ILIUM BICORT W54IP 22MMX4.5CM,," $1,463.90 "
ILIUM BICORT W54IP 22MMX5.0CM,," $1,697.90 "
ILIUM BICORT W54IP 22MMX5.5CM,," $2,041.60 "
IM BONE SAWBLADE ASBLY 13MM,," $2,007.00 "
IM CANAL PLUG XLG (18-21MM),, $203.20 
IM/SC INJECTION,96372, $88.00 
IMAGE POSTPROCESSING,76377, $630.30 
IMAGE-GUIDED CATH FLUID COLLECTION DRAINAGE CATH TRANSREC/VAGINAL,49407," $1,837.90 "
IMAGE-GUIDED CATHETER FLUID COLLECTION DRAINAGE,10030, $553.90 
IMAGE-GUIDED CATHETER FLUID COLLECTION DRAINAGE CATH PERCU,49405," $1,794.10 "
IMAGE-GUIDED CATHETER FLUID COLLECTION DRAINAGE CATH PERITON PERQ,49406," $1,794.10 "
IMATINIB,80299, $81.80 
IMHISTOCHEM/CYTCHM EA ADDL ANTIBODY SLIDE,88341, $100.00 
IMIPRAMINE AND DESIPRAMINE BY HPLC,G0480, $157.00 
IMMATURE PLT FRACTION,85055, $114.35 
IMMEDIATE DENTURE-MANDIBULAR,D5140," $1,082.00 "
IMMEDIATE DENTURE-MAXILLARY,D5130," $1,082.00 "
IMMOBILIZER ARM & SHOULDER LARGE,L3650, $28.20 
IMMOBILIZER ARM & SHOULDER MEDIUM,L3650, $28.20 
IMMOBILIZER ELASTIC SHOULDER XLARGE,L3650, $38.70 
IMMOBILIZER KNEE 22 IN,L1830, $57.30 
IMMOBILIZER KNEE 24 IN,L1830, $66.50 
IMMUNE COMPLEX PANEL,86332, $158.20 
IMMUNE COMPLEX PANEL,86332, $158.20 
IMMUNIZATION ADMIN ORAL/NASAL,90473, $27.00 
IMMUNIZATION ADMIN ORAL/NASAL EACH ADDITIONAL,90474, $38.00 
IMMUNIZATION ADMINISTRATION EACH ADDL VACCINE,90472, $64.00 
IMMUNIZATION ADMINISTRATION ONE VACCINE,90471, $64.00 
IMMUNOASSAY ANALYTE QUAL/SEMIQUAL MULTIPLE STEP,83516, $77.90 
IMMUNOFIX ELECTROPHORESIS BILL,86334, $96.50 
"IMMUNOFIX ELECTROPHORESIS QUAL, GEL",86334, $96.50 
IMMUNOFIXATION,86334, $55.90 
"IMMUNOFIXATION WITH FREE LIGHT CHAINS, QUANTITATIVE, URINE",84156, $12.70 
"IMMUNOFIXATION WITH FREE LIGHT CHAINS, QUANTITATIVE, URINE",86335, $101.50 
"IMMUNOFIXATION WITH FREE LIGHT CHAINS, QUANTITATIVE, URINE",83520, $44.80 
"IMMUNOFIXATION, IGD AND IGE",86334, $179.90 
"IMMUNOFIXATION, RANDOM, URINE",84156, $13.20 
"IMMUNOFIXATION, RANDOM, URINE",86335, $105.00 
IMMUNOFLUORESCENT PER SPEC ADD SINGL ANTB STAIN,88350, $160.10 
"IMMUNOFLUORESCENT STUDY, DIRECT",88346, $607.20 
IMMUNOGLOBULIN A,82784, $35.00 
IMMUNOGLOBULIN A SUBCLASSES (1 & 2),82784, $91.20 
IMMUNOGLOBULIN A SUBCLASSES (1 & 2),82787, $91.20 
IMMUNOGLOBULIN A SUBCLASSES (1 & 2),82787, $91.20 
"IMMUNOGLOBULIN A, CSF",82784, $42.40 
"IMMUNOGLOBULIN A, SERUM",82784, $21.60 
"IMMUNOGLOBULIN D, SERUM",82784, $92.60 
IMMUNOGLOBULIN E,82785, $41.30 
IMMUNOGLOBULIN G,82784, $35.00 
IMMUNOGLOBULIN G SUBCLASS 1,82787, $60.50 
IMMUNOGLOBULIN G SUBCLASS 2,82787, $60.50 
IMMUNOGLOBULIN G SUBCLASS 3,82787, $60.20 
IMMUNOGLOBULIN G SUBCLASS 4,82787, $69.60 
"IMMUNOGLOBULIN G SUBCLASSES (1, 2, 3, 4)",82787, $62.70 
"IMMUNOGLOBULIN G SUBCLASSES (1, 2, 3, 4)",82787, $62.70 
"IMMUNOGLOBULIN G SUBCLASSES (1, 2, 3, 4)",82787, $62.70 
"IMMUNOGLOBULIN G SUBCLASSES (1, 2, 3, 4)",82787, $62.70 
"IMMUNOGLOBULIN G, CSF",82784, $45.10 
"IMMUNOGLOBULIN G, CSF INDEX",82040, $22.20 
"IMMUNOGLOBULIN G, CSF INDEX",82042, $22.20 
"IMMUNOGLOBULIN G, CSF INDEX",82784, $22.20 
"IMMUNOGLOBULIN G, CSF INDEX",82784, $22.20 
"IMMUNOGLOBULIN G, SERUM",82784, $23.30 
"IMMUNOGLOBULIN G/ALBUMIN RATIO, CSF",82042, $22.20 
"IMMUNOGLOBULIN G/ALBUMIN RATIO, CSF",82784, $22.20 
IMMUNOGLOBULIN M,82784, $35.00 
"IMMUNOGLOBULIN M, CSF",82784, $42.40 
"IMMUNOGLOBULIN M, SERUM",82784, $24.10 
"IMMUNOGLOBULINS, CSF QUANTITATIVE",82784, $63.30 
"IMMUNOGLOBULINS, CSF QUANTITATIVE",82784, $63.30 
"IMMUNOGLOBULINS, CSF QUANTITATIVE",82784, $63.30 
"IMMUNOGLOBULINS, SERUM CRYOPRECIPITINS",82784, $55.20 
"IMMUNOGLOBULINS, SERUM CRYOPRECIPITINS",82784, $55.20 
"IMMUNOGLOBULINS, SERUM CRYOPRECIPITINS",82784, $55.20 
"IMMUNOGLOBULINS, SERUM QUANTITATIVE",82784, $23.00 
"IMMUNOGLOBULINS, SERUM QUANTITATIVE",82784, $23.00 
"IMMUNOGLOBULINS, SERUM QUANTITATIVE",82784, $23.00 
"IMMUNOHISTOCHEMISTRY,INCLUDE TISSUE IMMUNOPEROXIDASE/EA ANTIBODY",88342, $302.60 
IMP CARDVAS SYSTEM W/ANAL 1 OR MORE RECORD,93290, $97.20 
IMP SLEEVE SILICONE OVAL S3084,, $35.30 
IMPELLA CONTROLLER PURGE CASSETTES,, $783.10 
IMPL/ABUTMENT SUPPORT FIXED DENTURE FOR EDENTULOUS ARCH MANDIBULAR,D6115," $12,690.00 "
IMPL/ABUTMENT SUPPORT FIXED DENTURE FOR EDENTULOUS ARCH MAXILLARY,D6114," $12,690.00 "
IMPLANT 4MM W/10MM ABUTMENT,," $8,945.90 "
IMPLANT 4MM W/12MM ABUTMENT,," $8,945.90 "
IMPLANT 4MM W/8MM ABUTMENT,," $8,945.90 "
IMPLANT ABUTMENT 14MM,," $5,731.80 "
IMPLANT ACL TIGHTROPE RT,," $1,165.50 "
IMPLANT BI300 3MM,," $4,339.10 "
IMPLANT BI300 4MM,," $4,339.10 "
IMPLANT BIM400 MAGNET,," $6,624.00 "
IMPLANT BONE BRIDGE,," $15,122.10 "
IMPLANT BREAST SIL 280CC,," $2,394.80 "
IMPLANT BRST 200CC SMOOTH RND,," $2,247.50 "
IMPLANT BRST 225CC SMOOTH RND,," $2,247.50 "
IMPLANT BTB TIGHTROPE,," $1,415.30 "
IMPLANT CASCADIA AN 10X22X10,," $6,912.00 "
IMPLANT CASCADIA AN 10X22X8,," $6,912.00 "
IMPLANT CASCADIA AN 10X22X9,," $6,912.00 "
IMPLANT CASCADIA AN 10X28X10,," $6,912.00 "
IMPLANT CASCADIA AN 10X28X11,," $6,912.00 "
IMPLANT CASCADIA AN 10X28X12,," $6,912.00 "
IMPLANT CASCADIA AN 10X28X15,," $6,912.00 "
IMPLANT CASCADIA AN 10X28X7,," $6,912.00 "
IMPLANT CASCADIA AN 10X28X8,," $6,912.00 "
IMPLANT CASCADIA AN 10X28X9,," $6,912.00 "
IMPLANT CASCADIA AN 10X32X10,," $6,912.00 "
IMPLANT CASCADIA AN 10X32X11,," $6,912.00 "
IMPLANT CASCADIA AN 10X32X12,," $6,912.00 "
IMPLANT CASCADIA AN 10X32X13,," $6,912.00 "
IMPLANT CASCADIA AN 10X32X7,," $6,912.00 "
IMPLANT CASCADIA AN 10X32X8,," $6,912.00 "
IMPLANT CASCADIA AN 10X32X9,," $6,912.00 "
IMPLANT CASCADIA AN 8.5X22X10,," $6,912.00 "
IMPLANT CASCADIA AN 8.5X22X7,," $6,912.00 "
IMPLANT CASCADIA AN 8.5X22X8,," $6,912.00 "
IMPLANT CASCADIA AN 8.5X22X9,," $6,912.00 "
IMPLANT CASCADIA AN 8.5X28X10,," $6,912.00 "
IMPLANT CASCADIA AN 8.5X28X11,," $6,912.00 "
IMPLANT CASCADIA AN 8.5X28X12,," $6,912.00 "
IMPLANT CASCADIA AN 8.5X28X13,," $6,912.00 "
IMPLANT CASCADIA AN 8.5X28X15,," $6,912.00 "
IMPLANT CASCADIA AN 8.5X28X7,," $6,912.00 "
IMPLANT CASCADIA AN 8.5X28X8,," $6,912.00 "
IMPLANT CASCADIA AN 8.5X28X9,," $6,912.00 "
IMPLANT CASCADIA TL 10X28X10,," $6,912.00 "
IMPLANT CASCADIA TL 10X28X11,," $6,912.00 "
IMPLANT CASCADIA TL 10X28X12,," $6,912.00 "
IMPLANT CASCADIA TL 10X28X7,," $6,912.00 "
IMPLANT CASCADIA TL 10X28X8,," $6,912.00 "
IMPLANT CASCADIA TL 10X28X9,," $6,912.00 "
IMPLANT CASCADIA TL 10X32X10,," $6,912.00 "
IMPLANT CASCADIA TL 10X32X11,," $6,912.00 "
IMPLANT CASCADIA TL 10X32X12,," $6,912.00 "
IMPLANT CASCADIA TL 10X32X13,," $6,912.00 "
IMPLANT CASCADIA TL 10X32X7,," $6,912.00 "
IMPLANT CASCADIA TL 10X32X8,," $6,912.00 "
IMPLANT CASCADIA TL 10X32X9,," $6,912.00 "
IMPLANT COCHLEAR FLEX 28,," $65,143.40 "
IMPLANT COCHLEAR HIFOCUS SLIMJ,," $62,510.00 "
IMPLANT CORNEAL RING,0099T," $4,935.00 "
IMPLANT CUSTOM ABUTMENT PLACEMENT,D6057, $546.00 
IMPLANT DXTEND MOD CENT EP 1HA,," $5,760.00 "
IMPLANT HEARTWARE HVAD,," $215,877.60 "
IMPLANT HORMONE PELLET(S),11980, $168.80 
IMPLANT HYDRUS MICROSTENT,," $4,752.00 "
IMPLANT IFUSE 4X30MM,," $8,352.00 "
IMPLANT IFUSE 7X40MM,," $8,352.00 "
IMPLANT INTRAVITREAL DRUG DELIVERY SYSTEM,67027," $2,950.00 "
IMPLANT ITUNITE DENTAL,, $845.20 
IMPLANT KRAUS K-HELIX CROWN,," $1,595.10 "
IMPLANT MACROPLASIQUE 2.5ML,," $1,689.50 "
IMPLANT MAINTENANCE PROSTHETIC,D6080, $229.00 
IMPLANT MEDPOR 38*50*.85MM,," $1,411.80 "
IMPLANT MEDPOR 50*76*.85MM,," $1,768.80 "
IMPLANT MEDPOR BARR 38X50X1.0,," $2,666.40 "
IMPLANT MICRON II 1.5MM PORP,, $899.50 
IMPLANT MICRON II 2.5MM PORP,, $874.30 
IMPLANT MICRON II 2.5MM TORP,, $883.30 
IMPLANT MICRON II 2MM PORP,, $874.30 
IMPLANT MICRON II 2MM PORP CTR,, $899.50 
IMPLANT MICRON II 2MM TORP CTR,, $883.30 
IMPLANT MICRON II 3.5MM PORP,, $865.50 
IMPLANT MICRON II 3.5MM TORP,, $841.20 
IMPLANT MICRON II 3MM PORP CTR,, $874.30 
IMPLANT MICRON II 3MM TORP CTR,, $841.20 
IMPLANT MICRON II 4.5MM TORP,, $908.80 
IMPLANT MICRON II 4MM PORP CTR,, $865.50 
IMPLANT MICRON II 4MM TORP,, $865.50 
IMPLANT MICRON II 4MM TORP CTR,, $874.30 
IMPLANT MICRON II 5.5MM TORP,, $865.50 
IMPLANT MICRON II 5MM TORP CTR,, $865.50 
IMPLANT MICRON II 6MM TORP CTR,, $865.50 
IMPLANT MICRON II 7MM TORP CTR,, $908.80 
IMPLANT MICRON II 7MM TORP CTR,, $908.80 
IMPLANT MICROPHONE 2+MINI WRLS,," $1,315.40 "
"IMPLANT NEUROSTIMLATOR ELECTRODE ARRAY, EPIDURAL",63650," $4,790.10 "
IMPLANT POST EVISCERATION,65130," $2,774.00 "
"IMPLANT REMOVAL, BY REPORT",D6100, $321.40 
IMPLANT RETAINER CERAMIC FPD,D6075, $935.00 
IMPLANT RETINA SPNG HALF CYL 5,, $168.50 
IMPLANT RIGIDLOOP CORT ADJ STD,, $952.40 
IMPLANT RIGIDLOOP CORT ADJ XL,, $952.40 
IMPLANT SCAFFOLD ARTHRO LRG,," $7,056.00 "
IMPLANT SLIM W/PROCESSORS,," $68,894.00 "
IMPLANT SPINE INFUSTION PUMP,62361," $2,195.00 "
IMPLANT SUPP METAL CROWN - TITA,D6067, $935.00 
IMPLANT SUPP POR/TITAT MET CROWN,D6066, $946.00 
IMPLANT SUPP PORC/CERAMIC CROWN,D6065, $962.00 
IMPLANT SUPPORTED CAST HIGH NOBLE METAL GOLD CROWN,D6062, $834.00 
IMPLANT SURESCAN PRIME ADV,," $30,590.00 "
IMPLANT SURG MEDPOR 22MM DIA,," $1,692.60 "
IMPLANT SUTURE 5.5MM INSITE FT TI,, $882.50 
IMPLANT SYNCHRONY FLEX 24,," $70,144.20 "
IMPLANT TIGHTROPE ABS,, $612.70 
IMPLANT ULTRA COCHLEAR HIFOCUS,," $63,840.00 "
IMPLANT ULTRATINE FOREHEAD 3.0,, $872.50 
IMPLANT VENTRICULAR DEVICE,33975," $4,331.00 "
IMPLANT WEIGHTS SUTUREGRV 1.2G,, $915.80 
"IMPLANT, TRANSFIX 3X50MM",, $506.00 
"IMPLANT,FINGER JOINT 0",C1776," $2,368.40 "
"IMPLANT,FINGER JOINT 00",C1776," $3,366.80 "
"IMPLANT,FINGER JOINT 1",C1776," $2,368.40 "
"IMPLANT,FINGER JOINT 2",C1776," $2,368.40 "
"IMPLANT,FINGER JOINT 3",C1776," $2,368.40 "
"IMPLANT,FINGER JOINT 4",C1776," $2,368.40 "
"IMPLANT,FINGER JOINT 5",C1776," $2,368.40 "
"IMPLANT,FINGER JOINT 6",C1776," $2,368.40 "
"IMPLANT,FINGER JOINT 7",C1776," $2,368.40 "
"IMPLANT,FINGER JOINT 8",C1776," $2,362.10 "
"IMPLANT,MEDPOR 38*50*1.5MM",," $1,411.80 "
"IMPLANT,PASS TEND/HUNTR ROD 3",," $2,721.80 "
"IMPLANT,PASS TEND/HUNTR ROD 4",," $2,721.80 "
"IMPLANT,PASS TEND/HUNTR ROD 5",," $2,721.80 "
"IMPLANT,PASS TEND/HUNTR ROD 6",," $2,721.80 "
IMPLANTATION OF INTRASTROMALCORNEAL RING SEGMENTS,65785," $4,510.10 "
IMPLANTATION PATIENT-ACTIVATED CARDIAC EVENT REC,33282," $2,244.90 "
IMPLANTED PULMONARY ARTERY PRESSURE MONITORING SYSTEM,C9741," $6,322.20 "
IMPLNT BRST 250CC SM RND HIGH,," $2,247.50 "
IMPLNT BRST 250CC SM RND PLUS,," $2,247.50 "
IMPLNT BRST 275CC SM RND HIGH,," $2,247.50 "
IMPLNT BRST 275CC SM RND PLUS,," $2,247.50 "
IMPLNT BRST 300CC SM RND HIGH,," $2,247.50 "
IMPLNT BRST 300CC SM RND PLUS,," $2,247.50 "
IMPLNT BRST 325CC SM RND HIGH,," $2,247.50 "
IMPLNT BRST 325CC SM RND PLUS,," $2,247.50 "
IMPLNT BRST 350CC SM RND HIGH,," $2,247.50 "
IMPLNT BRST 350CC SM RND PLUS,," $2,247.50 "
IMPLNT BRST 375CC SM RND HIGH,," $2,247.50 "
IMPLNT BRST 375CC SM RND PLUS,," $2,247.50 "
IMPLNT BRST 400CC SM RND HIGH,," $2,247.50 "
IMPLNT BRST 400CC SM RND PLUS,," $2,247.50 "
IMPLNT BRST 425CC SM RND HIGH,," $2,247.50 "
IMPLNT BRST 450CC SM RND HIGH,," $2,247.50 "
IMPLNT BRST 450CC SM RND PLUS,," $2,247.50 "
IMPLNT BRST 500CC SM RND HIGH,," $2,247.50 "
IMPLNT BRST 500CC SM RND PLUS,," $2,247.50 "
IMPLNT BRST 550CC SM RND HIGH,," $2,247.50 "
IMPLNT BRST 550CC SM RND PLUS,," $2,247.50 "
IMPLNT BRST 600CC SM RND HIGH,," $2,247.50 "
IMPLNT BRST 600CC SM RND PLUS,," $2,247.50 "
IMPLNT BRST 650CC SM RND HIGH,," $2,247.50 "
IMPLNT BRST 700CC SM RND HIGH,," $2,247.50 "
IMPLNT BRST 700CC SM RND PLUS,," $2,247.50 "
IMPLNT BRST 800CC SM RND HIGH,," $2,247.50 "
IMPLNT/REV/REPOS TUNNELED INTRATHE/EPIDRL CATH,62350," $1,332.79 "
IMPROVE RESP FUNCTION 1:1 - PER 15 MIN,G0238, $38.85 
IMRT PLAN PER SESSION,77301," $9,315.90 "
IMRT TREATMENT DELIVERY COMPLEX,77386," $5,965.80 "
IMRT TREATMENT DELIVERY SIMPLE,77385," $5,965.80 "
IN CLINIC ORCHIECTOMY SIMPLE,54520," $1,300.00 "
IN111 OXYQUINOLINE PER 0.5MCI,A9547," $3,938.80 "
IN111 PENETATE PER 0.5MCI,A9548," $1,806.00 "
INCIS & DRAIN OF ABSCESS INTRAORAL SOFT TISSUE COMPLETE,D7511, $210.00 
INCISE AND DRAIN BLADDER,51040, $684.80 
INCISION ANAL ABSCESS,46050, $959.10 
INCISION OF ACHILLES TENDON,27605," $2,400.00 "
INCISION OF BREAST LESION,19020, $299.30 
"INCISION OF CONJUNCTIVA, DRAINAGE OF CYST",68020, $970.00 
INCISION OF FOOT FASCIA,28008," $1,916.00 "
INCISION OF IRIS,66500," $6,014.20 "
INCISION OF LINGUAL FRENUM,41010, $772.20 
INCISION OF TENDON AND MUSCLE,23405," $1,759.30 "
INCISION OF WINDPIPE,31605," $1,121.00 "
INCISION RECTAL ABSCESS,46040," $1,992.10 "
INCISION THROMBOSED HEMORRHOID; EXTERNAL,46083, $423.40 
"INCISION TOE TENDON, PERCUTANEOUS, SINGLE",28010," $1,749.30 "
INCISIONAL BX OF SKIN EA ADD'L LSN,11107, $151.00 
INCISIONAL BX OF SKIN SINGLE LSN,11106, $241.90 
INCISIONAL BX SALIVARY GLAND,42405," $1,435.00 "
"INCISN/HRT SAC, TUBE PERICARDIOSTOMY",33015, $734.40 
INDIRECT CALORIMETRY,94690, $165.90 
INDUCED SPUTUM,94640, $111.50 
INDUCTION OF ARRHYTHMIA/PACE,93618," $2,664.00 "
"INF SET 20 GAUGE 3/4IN,PP IMPLNT",, $32.90 
INFECTIOUS MONO SLIDE TEST,86308, $82.50 
INFIN ANGIO CATH 5FR AL2 100CM,, $42.00 
INFIN CATH LCB 100CM,, $41.80 
INFIN CATH LUMEN 5X100CM AL1,, $42.00 
INFIN CATH MPA2 6X100CM 2SH,, $42.00 
INFIN CATH P CRV 4X100CM 6SH,, $192.90 
INFIN CATH PIG 110CM 6SH 6F,, $42.00 
INFIN CATH TL AL III,, $42.00 
INFIN CATH TL AL1 100 C,, $42.00 
INFIN CATH TL AL2 100 C,, $42.00 
INFIN CATH TL AR I MOD,, $41.80 
INFIN CATH TL AR II MOD,, $42.00 
INFIN CATH TL MP B2 6F,, $42.00 
INFIN LUMEN CATH 4X100CM JR5.0,, $42.00 
INFIN LUMEN CATH 5X100CM 3DRC,, $42.00 
INFIN LUMEN CATH 5X100CM AR1MOD,, $42.00 
INFIN LUMEN CATH 5X100CM IM CURV,, $42.00 
INFIN LUMEN CATH 5X100CM JL3.5,, $42.00 
INFIN LUMEN CATH 5X100CM JL4.0,, $42.00 
INFIN LUMEN CATH 5X100CM JL4.5,, $42.00 
INFIN LUMEN CATH 5X100CM JL6.0,, $42.00 
INFIN LUMEN CATH 5X100CM LCB CRV,, $42.00 
INFIN LUMEN CATH 5X100CM MPA2,, $42.00 
INFIN LUMEN CATH 5X100CM RCB CRV,, $42.00 
INFIN LUMEN CATH 5X110CM PIG,, $42.00 
INFIN LUMEN CATH 5X110CM PIG145,, $42.00 
INFIN TL ANG PIG 6S 6FRX110CM,, $42.00 
INFIN TL CATH 3DRC 6F 100CM,, $42.00 
INFIN TL CATH 5FRX100CM  AR2MOD,, $42.00 
INFIN TL CATH 5FRX100CM JR4.0,, $42.00 
INFIN TL CATH 5FRX100CM JR5.0,, $42.00 
INFIN TL CATH 6FRX100CM IM CURV,, $42.00 
INFIN TL CATH JL3.5   6FRX100CM,, $42.00 
INFIN TL CATH JL4.0   6FRX100CM,, $42.00 
INFIN TL CATH JL4.5   6FRX100CM,, $42.00 
INFIN TL CATH JL5.0   6FRX100CM,, $42.00 
INFIN TL CATH JL6.0   6FRX100CM,, $42.00 
INFIN TL CATH JR3.5   6FRX100CM,, $42.00 
INFIN TL CATH JR4.0   6FRX100CM,, $42.00 
INFIN TL CATH RCB CRV 6FRX100CM,, $42.00 
INFINITI CATH 4FRX100CM JL3.5,, $42.00 
INFINITI CATH 4FRX100CM JL4.0,, $42.00 
INFINITI CATH 4FRX100CM JR4.0,, $42.00 
INFLAMMADRY,83516, $50.20 
INFLAMMATORY BOWEL DISEASE PANEL,86671, $35.50 
INFLAMMATORY BOWEL DISEASE PANEL,86255, $35.50 
INFLATOR SINUS BALLOON DEVICE,, $340.00 
INFLIXIMAB ACTIVITY AND NEUTRALIZING AB,80299, $193.80 
INFLIXIMAB ACTIVITY AND NEUTRALIZING AB,82397, $193.80 
INFLIXIMAB ACTIVITY W/REFLEX TO ANTIBODY,80230, $295.90 
"INFLUENZA A AND B, RAPID",87502, $199.20 
"INFLUENZA A VIRUS AB, IGG",86710, $57.90 
"INFLUENZA A VIRUS AB, IGM",86710, $59.50 
"INFLUENZA A VIRUS ABS,IGG/IGM",86710, $84.00 
INFLUENZA A VIRUS SUBTYPING BY RT-PCR,87502, $196.80 
"INFLUENZA A, B VIRUS ABS, IGG, IGM",86710, $58.40 
"INFLUENZA A, B VIRUS ABS, IGG, IGM",86710, $58.40 
"INFLUENZA A, B VIRUS ABS, IGG, IGM",86710, $58.40 
"INFLUENZA A, B VIRUS ABS, IGG, IGM",86710, $58.40 
INFLUENZA A/B DFA W/ REFLEX TO CULTURE,87275, $147.10 
INFLUENZA A/B DFA W/ REFLEX TO CULTURE,87276, $147.10 
"INFLUENZA B VIRUS AB, IGG",86710, $57.60 
"INFLUENZA B VIRUS AB, IGM",86710, $79.20 
"INFLUENZA VACCINE, FLUZONE SNGL DOSE, PF LATEX-FREE",90685, $39.45 
"INFLUENZA VACCINE, INACTIVATED, 0.5ML INJ FROM 5ML VIAL (FLUZONE)",Q2038, $32.31 
"INFLUENZA VACCINE, QUADRIVALENT, LIVE,  0.2ML NASAL SPRAY, FLUMIST",90672, $42.90 
"INFLUENZA VACCINE, QUADRIVALENT, SPLIT, PF, 0.5ML SYR, FLUARIX",90686, $42.90 
"INFLUENZA VACCINE, QUADRIVALENT, SPLIT, PF, 0.5ML SYR, FLUZONE",90686, $45.90 
INFLUENZA VIRUS A/B DFA W/ REFLEX TO PCR,87276, $97.30 
INFLUENZA VIRUS A/B DFA W/ REFLEX TO PCR,87275, $97.30 
INFUSION LOW SORBING SHORT 37 IN,, $19.60 
INFUSION LOW SORBING SMART SITE,, $27.00 
INFUSION SET 20 GAUGE 1 INCH,, $33.90 
INFUSION SET 20 GAUGE 3/4 INCH,, $33.90 
INFUSION TPN 2 SITE/FILT ST,, $28.40 
INFUSOR DISP PRESSURE 1000CC,, $94.60 
"INGESTION CHALLENGE TEST SEQ/INC, INITIAL 120 MINUTES OF TESTING",95076, $520.00 
"INGESTION CHALLENGE TEST, EACH ADDITIONAL 60 MIN OF TESTING",95079, $195.00 
INHALATION TREATMENT,94640, $154.50 
INHEALTH PLUG 20FR,, $114.00 
INHERITED INSULIN RESISTANCE SYNDROMES (INSR) SEQUENCING,81479," $1,079.10 "
INHIBIN B,83520, $196.30 
INHIBIN BY IHC,88342, $670.20 
INHIBIN-A (DIMER),86336, $89.90 
"INHIBITOR ASSAY, PT, REFLEX TO 1:1 MIX",85610, $34.00 
"INHIBITOR ASSAY, PTT, REFLEX",85730, $44.40 
"INHIBITOR SCREEN, 1:1 MIX BILL",85611, $47.80 
INITIAL PREVENTIVE PHYSICAL EXAMINATION,, $148.20 
INITIAL TREATMENT 1ST DEGREE BURN NOT >LOCAL TX,16000, $311.00 
INJ CONTRAST KNEE ARTHROGRAPHY OR CONTRST ENHANCED CT/MRI KNEE ARTHROGRAPHY,27369, $621.00 
INJ CORPORA CAVERNOSA W/PHARMACOLOGIC AGENT,54235, $311.90 
"INJ EPIDURAL/SUBARACHNOID LUMBAR, SACRAL",62311, $781.00 
INJ FOR PERCUTANEOUS TREATEMENT PSEUDOANEURYSM,36002, $392.60 
INJ FORAMEN EPIDURAL CERV/THORACIC EA ADL LEVEL,64480, $493.40 
INJ FORAMEN EPIDURAL CERVTHORACIC SINGLE LEVEL,64479," $1,693.90 "
INJ FORAMEN EPIDURAL LUMBAR/SACRA EA ADL LEVEL,64484, $556.80 
INJ FORAMEN EPIDURAL LUMBAR/SACRAL SINGLE LEVEL,64483," $1,342.10 "
INJ GAS/FLUID EXCHNG PARS PLANA/LIMBAL APPROACH,67025," $2,611.00 "
INJ INCL INDW CATH PLCMNT DIAG/THER SUB INTRLMNR CRV/THRC W/IMAG G,62325, $842.60 
INJ INCL INDW CATH PLCMNT DIAG/THER SUB INTRLMNR LMBR/SAC W/IMAG G,62327, $842.60 
INJ INTERLAMINAR CERVIX/THORACIC,, $729.80 
INJ INTERLAMINAR LUMBAR OR SACRAL,62326, $729.80 
INJ INTRALESIONAL MORE THAN SEVEN LESIONS,11901, $197.20 
INJ INTRALESIONAL UP TO AND INCLUDING 7 LESIONS,11900, $168.20 
"INJ MEDS, OTHER SUBSTANCE, TENONS'S CAPSULE",67515, $373.20 
INJ NONCMPND SCLEROSANT SINGLE W/US INCOMPETENT VEIN,36465," $1,596.50 "
INJ NONCMPND SCLEROSANT SINGLE W/US MULTIPLE INCOMPETENT VEINS,36466," $2,327.80 "
INJ OF DIAG/THER SUB INTRLMNR CRV/THRC W/IMAG GUIDANCE,62321," $1,519.30 "
INJ OF DIAG/THER SUB INTRLMNR CRV/THRC WO/IMAG GUIDANCE,62320," $1,393.00 "
INJ OF DIAG/THER SUB INTRLMNR LUMBAR/SACARAL W/IMAG GUIDANCE,62323," $1,519.30 "
INJ OF DIAG/THER SUB INTRLMNR LUMBAR/SACARAL W/O IMAG GUIDANCE,62322," $1,393.00 "
INJ OF SINUS TRACT,20500, $761.80 
"INJ PARA FACET JT, FCT NRV C/T SPINE SINGLE",64490," $1,153.60 "
"INJ PARAV FACET JT,FCT NRV L/S SPINE EA ADL",64494, $434.70 
INJ PARAVERT FACET JOINT CERV/THORA 2ND LEVEL,64491, $886.00 
INJ PROC DISKOGRAPHY EACH LEVEL LUMBAR,62290, $446.50 
"INJ PROC FOR CHOLANGIO, PERCU, INCL IMAG GUID S&I; EXISTING ACCESS",47531," $2,327.70 "
"INJ PROC FOR CHOLANGIO, PERCU, INCL IMAG GUID S&I; NEW ACCESS",47532," $2,652.30 "
"INJ PROC SACROILOAC JNT,ARTHOGRPY A/O ANES/STERO",G0260, $695.00 
INJ PROCEDURE FOR PEYRONIE DISEASE,54200, $314.00 
INJ PX ANTEGRADE NEPHROSTGRM/URETEROGRAM IMAG GUID S&I NEW ACESS,50430," $1,997.20 "
INJ PX ANTEGRD NEPHROSTGM/URETEROGM INCL IMAG GUID S&I EXISTG ACESS,50431," $1,786.70 "
INJ RETROBULBAR MED NOT INCLUDED,67500, $280.00 
INJ SACROILIAC JOINT,G0260, $737.40 
"INJ SACROILLIAC JNT,ARTHROGRPY A/O ANES/STERO",G0260, $537.10 
"INJ SCLERO SOLU, SPIDER VEINS LIMB OR TRUNK",36468, $206.00 
INJ SCLEROSANT MULT VEIN SAME LEG,36471, $385.80 
"INJ SCLEROSING SINGLE VEIN, LVLS 1-3",36470, $336.20 
